,emojis,urls,hashtags,users,words,unique_words,chars,stopwords,punctuations,numerics,upper,title
12161,0,0,0,1,5,5,34,1,0,0,0,1
9808,0,0,0,1,6,6,32,0,1,0,0,3
217,0,0,0,1,26,26,156,5,10,0,1,8
12179,0,0,0,1,21,21,107,10,3,0,1,1
2323,0,0,1,18,23,6,138,1,2,0,0,2
5087,0,0,0,2,7,6,38,2,4,0,0,1
9681,0,0,0,1,45,43,250,16,14,0,1,6
11943,0,0,0,1,8,8,43,1,1,0,0,1
8027,0,0,0,5,51,44,301,15,9,0,1,3
2039,0,0,0,2,17,15,87,8,3,0,1,0
7837,0,0,0,2,29,26,168,13,5,0,0,4
8047,0,1,0,1,30,25,156,16,3,1,0,2
1658,0,1,0,1,7,7,36,3,2,0,0,0
759,0,0,0,1,15,15,95,4,1,0,0,5
6919,0,0,0,2,39,32,216,15,3,0,0,4
8296,0,0,0,2,51,42,270,18,14,0,6,5
4746,1,0,0,2,7,6,40,1,0,0,0,1
5359,0,0,0,1,19,15,99,7,2,0,2,2
1151,0,1,0,1,13,13,70,4,1,0,0,3
7446,0,0,0,1,5,5,34,1,1,0,0,1
11462,0,0,0,42,85,37,502,12,5,0,4,5
9887,0,0,0,1,10,10,62,3,0,0,0,1
11960,0,0,0,1,22,20,119,11,2,0,0,4
12475,0,0,0,1,7,7,43,2,1,0,0,2
2652,0,0,0,2,17,15,83,6,5,0,0,3
2085,0,0,0,2,27,24,150,11,2,0,0,2
8044,0,1,0,3,29,25,139,10,3,0,0,1
11206,0,0,0,50,67,18,388,3,2,0,7,4
5229,0,1,6,1,35,33,253,6,4,0,4,14
2403,0,0,1,1,13,12,54,5,2,0,1,0
8996,2,0,0,3,13,11,60,2,0,0,2,0
7556,0,0,0,1,25,24,145,7,3,0,0,3
2257,0,0,0,2,8,7,43,3,0,0,0,1
9032,0,1,0,1,10,10,55,2,3,0,0,3
8429,1,0,0,2,43,34,219,16,12,0,1,7
2163,0,0,0,1,27,22,129,13,3,0,2,2
6527,0,0,0,1,10,10,67,3,1,0,1,1
12963,0,0,0,3,12,10,64,3,1,0,0,1
10031,0,0,0,1,8,8,42,1,6,0,0,2
2186,0,2,0,2,50,41,242,22,3,3,0,5
9546,0,0,0,1,6,6,37,2,1,0,0,1
9228,0,1,0,50,67,17,397,7,6,0,0,5
10910,0,0,1,2,18,17,105,6,3,0,1,4
6595,0,1,0,3,23,19,132,6,1,0,0,4
4458,0,0,0,3,19,17,118,3,4,0,1,3
8745,0,0,0,1,34,30,181,13,3,0,0,0
1766,0,0,0,4,53,37,277,21,5,0,0,2
7608,0,0,0,1,11,11,64,4,1,0,0,0
9025,0,0,0,5,54,41,291,23,4,0,0,4
3104,0,0,0,2,11,10,51,6,1,0,0,1
6637,0,0,1,2,36,32,220,10,6,0,1,3
3509,0,0,0,1,3,3,15,0,1,0,0,1
6763,0,1,0,2,27,25,151,6,6,0,1,2
8318,0,0,0,2,37,31,154,8,7,0,3,4
2479,2,0,0,1,5,5,19,0,1,0,0,2
6106,0,1,0,4,21,17,113,7,1,0,0,5
4380,0,2,2,0,15,14,83,0,1,0,1,12
2124,0,0,1,3,21,19,122,6,4,0,0,1
13014,0,0,0,1,20,18,93,9,0,0,0,0
7033,0,0,0,2,51,40,279,19,6,0,1,10
10613,2,0,0,1,14,14,81,5,1,0,0,1
4215,0,0,0,1,29,24,143,15,1,0,0,2
913,0,0,0,1,5,5,23,2,1,0,0,1
10674,0,0,0,2,5,4,48,1,13,0,0,0
390,0,0,0,2,24,23,158,4,9,0,1,3
6607,0,0,0,2,18,17,91,8,3,0,2,1
939,0,0,2,1,15,15,82,3,6,0,0,0
5699,0,0,0,1,9,9,61,4,6,0,0,0
1044,0,0,0,1,7,7,34,2,1,0,0,2
12380,3,0,0,2,15,14,88,2,0,0,1,2
12891,1,0,0,1,4,4,14,0,1,0,0,1
2912,0,0,0,2,17,16,94,4,2,0,6,1
4360,0,0,0,2,11,10,65,2,1,0,0,3
12546,0,0,0,3,26,23,181,9,3,0,1,1
1038,0,0,0,2,17,16,87,5,5,1,1,4
9077,1,1,2,0,12,12,56,3,0,0,1,1
2423,2,0,0,1,9,9,46,2,2,0,0,2
9105,0,0,0,2,21,19,123,6,11,0,3,4
12554,0,0,0,1,6,6,25,3,0,0,0,1
5182,0,0,0,1,6,6,46,0,2,0,1,3
1473,0,0,0,1,6,6,30,3,0,0,0,1
7746,0,0,1,1,40,38,227,17,3,0,0,4
7014,0,0,0,1,10,10,66,4,2,0,0,1
6631,0,1,0,9,28,19,166,8,7,0,0,3
132,0,0,0,1,5,5,22,2,0,0,0,1
9709,0,0,0,2,33,29,174,11,10,0,2,6
12385,0,1,0,1,16,16,79,7,2,0,0,2
9223,0,0,0,3,36,27,192,9,6,0,5,6
4352,0,1,0,0,3,3,11,0,1,0,1,1
6482,1,0,0,1,8,7,49,3,1,0,0,1
900,2,0,0,1,29,29,148,11,2,0,0,2
4834,0,0,0,1,5,5,27,2,0,0,0,0
1979,0,0,0,1,8,8,36,2,2,0,0,2
2554,0,0,0,2,56,38,263,32,2,0,0,2
1464,0,0,0,2,9,8,57,2,0,0,0,1
744,0,0,1,0,30,29,164,12,2,0,1,9
5160,4,0,0,1,15,15,79,6,0,0,0,0
10594,0,0,0,7,18,12,93,6,0,0,0,1
6239,0,0,0,1,42,38,212,19,7,0,1,3
3192,0,0,1,0,51,42,275,20,15,2,1,8
11731,0,2,0,2,23,20,121,6,2,0,0,9
10307,0,1,0,2,7,6,44,0,1,0,0,1
4691,0,0,3,2,44,41,272,14,8,0,4,6
9553,0,0,0,2,54,44,280,21,5,0,1,5
4001,0,0,0,2,22,19,112,9,2,0,0,2
10317,0,1,2,0,13,13,92,3,2,0,1,4
368,1,0,0,11,23,13,124,3,2,0,1,2
3555,0,0,0,4,39,35,245,12,7,0,0,5
6594,1,0,0,1,11,11,47,3,1,0,0,2
12438,0,1,0,1,18,18,105,6,3,0,0,3
6433,3,0,1,1,5,5,35,0,3,0,1,1
8243,0,0,0,2,18,16,87,8,2,0,2,3
11117,0,0,0,2,13,12,74,4,2,0,0,2
10344,0,1,0,2,37,35,197,16,5,0,4,4
5403,0,0,0,2,11,10,58,4,1,0,0,1
2585,0,0,0,2,42,37,257,13,8,0,6,7
6266,0,0,0,1,8,8,34,4,0,0,0,1
10567,0,0,0,1,23,22,114,11,0,0,0,1
11530,0,0,0,1,13,13,59,5,1,0,0,1
9650,0,0,0,3,26,24,139,12,1,0,0,4
13056,0,0,0,1,16,15,64,9,0,0,0,1
11308,0,0,0,1,4,4,24,1,1,0,0,1
3009,0,0,1,9,26,18,148,5,6,0,0,5
4190,1,0,0,2,6,5,36,2,1,0,0,0
12107,0,0,0,3,5,3,31,0,1,0,0,1
4655,0,0,0,0,51,37,246,23,9,1,0,3
4531,0,0,0,1,11,11,67,4,1,0,0,1
7466,0,0,0,2,37,36,234,11,14,0,1,5
3723,0,0,0,3,43,39,249,12,8,0,1,3
11800,0,0,0,1,15,15,95,7,2,0,0,3
6585,1,0,0,1,22,20,128,10,7,0,0,4
6703,0,0,0,4,33,29,168,14,3,0,0,4
12400,0,0,0,1,17,16,94,7,1,0,1,2
2008,0,0,0,3,28,24,171,13,3,0,-1,3
7193,0,0,0,2,8,7,43,1,0,0,1,1
920,0,0,0,1,8,8,55,1,1,0,0,2
3979,0,0,0,1,23,22,120,10,3,0,0,0
9842,0,0,0,3,21,18,117,9,2,0,0,0
5246,0,1,7,5,21,17,159,3,1,0,1,0
2985,0,0,0,1,48,36,266,20,4,0,0,0
6597,1,0,0,1,9,9,38,1,1,0,1,3
3953,0,1,1,1,16,16,76,7,5,0,1,2
4980,0,0,0,4,32,26,181,12,4,0,2,4
9619,0,0,0,4,54,40,258,16,8,0,1,6
8289,0,0,0,1,10,10,54,2,0,0,0,1
11597,1,0,0,1,24,24,140,10,16,0,1,2
580,0,0,0,2,9,8,48,2,1,0,1,2
12943,1,0,0,1,21,20,89,7,1,0,0,0
1784,0,0,0,1,8,8,60,4,7,0,0,1
1350,0,0,0,2,22,20,115,12,3,0,0,2
7161,0,2,0,1,29,26,166,7,5,1,1,7
494,0,0,0,1,9,9,50,2,2,0,0,0
765,0,0,0,7,38,30,227,10,6,0,1,4
2730,0,0,0,1,11,11,61,4,5,0,0,2
11045,0,0,0,1,9,9,48,4,1,0,0,1
10022,0,1,0,4,15,11,94,4,1,0,0,2
1845,0,0,0,1,3,3,19,0,0,0,1,1
13028,0,0,0,4,48,40,259,17,8,0,0,6
10171,0,0,0,4,13,10,73,2,1,0,0,0
5125,0,0,0,2,43,42,279,8,20,1,1,12
1587,0,0,2,1,19,18,102,4,4,0,0,6
12099,1,0,0,1,8,8,45,3,1,0,1,0
10392,0,1,0,48,55,8,325,2,1,0,0,1
7384,0,0,0,2,47,42,283,15,15,1,2,10
8300,0,0,0,1,22,19,110,12,1,0,0,0
1138,3,0,0,5,36,29,194,14,4,0,0,4
11613,0,0,0,3,43,38,216,13,6,1,1,8
2198,0,0,0,1,19,19,112,6,1,0,2,6
6500,0,0,0,1,10,9,51,5,2,0,0,1
8579,0,0,4,18,61,31,316,7,1,0,4,21
13163,0,0,0,2,42,37,212,21,2,0,2,3
10937,0,0,0,1,11,11,60,6,1,0,0,1
10076,0,0,0,1,9,9,44,2,3,2,0,0
8051,0,0,1,3,50,42,271,18,6,1,3,3
12204,0,0,0,9,11,3,74,0,2,0,0,1
5136,0,0,0,3,43,36,219,19,3,0,2,3
5769,0,0,0,1,18,18,97,5,2,0,0,0
10879,0,1,0,6,12,7,66,2,0,0,0,1
8171,0,0,0,1,51,46,283,8,3,0,34,2
4740,0,0,0,49,79,29,455,11,6,0,0,2
6344,0,0,0,1,6,6,32,1,2,0,0,2
3287,0,0,0,1,6,6,28,2,1,0,0,2
2949,0,0,1,3,46,36,274,18,4,0,1,7
8976,0,0,0,1,5,5,31,1,1,0,0,0
1656,0,0,0,1,12,12,51,4,0,0,0,1
9682,0,0,0,2,23,19,148,9,2,0,0,4
7313,0,0,0,1,7,7,32,3,0,0,0,0
7098,0,0,0,5,40,34,260,13,6,0,0,3
13228,0,0,0,2,44,39,222,22,7,0,0,4
12435,0,0,0,0,18,14,86,4,13,0,0,4
4797,2,0,0,1,9,9,41,2,0,0,1,1
809,0,0,0,3,39,34,188,14,8,1,0,5
7939,0,0,0,3,15,12,93,4,2,0,0,2
4730,3,0,0,1,4,4,15,1,0,0,0,1
8302,0,0,0,3,42,33,211,10,5,0,0,11
6306,0,0,0,2,21,20,111,5,5,0,1,3
6819,0,0,3,2,16,15,97,3,1,0,3,2
5375,0,0,0,1,50,39,247,27,5,0,1,5
644,0,0,0,1,2,2,11,0,0,0,1,0
4209,0,0,0,1,11,10,69,4,7,0,0,1
2277,0,0,0,1,14,14,63,3,3,0,1,4
6493,0,0,0,1,21,20,112,10,1,0,2,1
11014,0,0,0,1,12,11,58,4,3,0,0,3
5711,0,1,3,0,23,23,140,6,3,0,6,4
2999,0,0,0,1,9,9,57,3,1,0,0,2
3321,0,0,0,1,9,9,46,2,1,0,0,1
5501,0,0,0,2,36,28,233,10,5,2,0,3
9373,0,0,0,1,36,34,201,11,8,0,0,10
2280,0,1,0,1,5,5,32,1,0,0,0,1
11890,0,0,0,3,34,30,191,7,8,0,0,5
1726,0,0,0,2,10,9,48,5,0,0,0,1
1408,0,0,0,1,9,8,45,3,0,0,1,2
11560,0,0,0,50,84,33,494,12,5,0,1,5
12234,0,0,1,2,31,26,181,10,3,0,2,9
5421,0,0,0,2,11,10,55,4,0,0,0,2
10774,0,0,0,3,15,13,87,2,6,0,1,6
8675,0,0,0,1,31,27,152,8,3,0,1,8
7534,0,0,0,4,14,11,75,5,0,0,0,2
12188,2,1,0,3,10,8,51,2,1,0,0,3
6715,0,0,0,2,28,24,167,5,10,0,1,4
2088,0,0,1,2,13,12,61,4,2,0,1,2
1321,0,0,0,1,14,14,78,4,2,0,0,2
9534,0,0,0,2,23,19,122,10,2,0,0,1
6632,0,0,0,1,28,25,164,14,0,0,0,4
5205,0,1,2,1,22,22,137,3,3,0,0,6
2398,0,0,0,2,40,35,189,19,5,1,0,3
9947,0,0,1,1,31,27,175,12,1,0,2,2
437,0,0,0,1,9,9,58,4,7,0,0,1
4715,0,0,0,2,40,35,192,11,11,1,15,3
1352,0,0,0,3,16,14,85,6,2,0,1,2
11464,0,0,0,50,80,25,435,8,5,0,2,5
12884,0,0,3,3,50,43,285,21,5,0,3,5
2383,0,0,0,50,80,29,440,10,4,0,2,6
5700,0,0,0,11,54,41,331,15,3,0,0,4
9440,0,0,0,2,13,12,74,2,1,0,0,1
6598,0,1,5,0,49,46,283,11,9,1,14,8
4280,0,0,0,1,9,9,60,0,1,0,0,5
9621,0,0,0,1,12,12,64,6,1,0,1,2
12275,0,0,0,3,13,11,71,3,2,0,0,1
12246,0,0,0,2,18,15,114,8,4,0,0,1
12022,0,0,0,1,4,4,21,0,0,0,0,1
1562,0,0,0,1,5,5,23,2,0,0,0,1
3754,0,0,0,6,38,30,225,8,9,0,5,4
1379,0,0,0,4,10,7,52,2,2,0,0,2
7472,1,0,0,1,28,25,147,14,4,0,0,4
12922,0,1,0,3,36,20,183,5,38,0,4,3
5823,0,0,0,1,15,14,87,0,6,0,14,0
1895,0,0,0,1,7,7,35,4,1,0,0,1
2522,0,0,0,1,32,26,147,11,4,0,3,6
6873,0,0,0,1,19,18,115,5,4,0,3,6
6517,0,0,0,2,6,5,39,1,0,0,0,1
1843,0,0,1,4,8,5,52,1,1,0,0,1
7250,0,0,0,2,28,25,158,10,8,0,1,4
11545,0,0,0,0,23,23,104,10,1,0,2,2
2353,0,0,0,5,24,15,125,7,2,1,0,1
2708,1,1,3,2,21,19,98,2,3,0,3,4
8182,0,0,0,3,35,27,157,13,4,0,0,2
7138,0,0,0,2,22,20,117,10,2,0,1,2
7295,1,0,0,3,12,10,70,3,7,0,0,1
10569,0,0,0,1,35,32,190,18,4,0,1,3
9809,0,1,4,0,17,15,102,2,1,0,0,4
5892,0,1,0,1,42,36,227,15,5,2,0,4
12105,0,0,1,0,30,27,193,8,3,1,0,2
11135,0,0,0,3,29,23,146,11,3,0,2,3
11073,0,0,0,2,33,29,169,13,4,0,2,5
10980,1,0,0,17,56,37,305,11,4,0,4,6
2679,0,0,0,3,52,41,287,17,5,0,2,14
637,1,0,0,1,9,9,40,2,2,0,1,2
869,0,0,0,2,7,6,33,2,1,0,0,1
444,0,0,1,3,24,22,144,6,5,0,0,3
2604,0,0,0,3,15,13,68,5,1,0,0,2
7768,0,0,0,2,56,44,292,20,2,1,0,3
8449,0,0,0,2,6,5,31,1,0,0,0,2
6096,0,0,0,1,10,10,50,3,1,0,1,3
7682,0,0,1,2,13,12,59,5,0,0,1,2
1033,1,0,0,1,15,14,78,5,1,0,0,1
7740,0,0,0,1,47,42,265,20,3,0,0,4
2075,0,0,0,1,16,16,103,2,2,0,1,2
4817,0,0,0,1,6,6,30,2,0,0,0,1
2834,0,0,0,2,7,6,42,1,3,0,0,1
11630,0,0,0,1,15,15,78,6,3,0,0,2
4793,0,0,0,1,25,25,141,12,4,0,0,5
6787,0,0,0,1,45,40,270,20,5,0,1,7
4786,0,0,4,2,45,39,276,14,9,0,1,5
7188,0,0,0,2,19,17,100,5,3,0,2,7
9638,0,0,0,7,55,43,282,9,9,0,20,5
9971,0,0,0,1,8,8,47,1,2,0,1,1
10449,2,0,0,1,10,10,53,4,6,0,0,0
431,0,0,0,3,15,12,74,5,2,0,0,2
6238,0,0,0,3,20,18,102,6,0,0,1,2
6859,0,0,0,3,18,16,101,4,0,1,1,1
6088,0,0,0,3,33,27,168,13,4,3,1,4
6868,0,0,0,1,13,13,84,2,7,0,1,2
7342,1,0,0,1,20,20,106,6,0,1,0,1
11507,0,1,0,3,32,26,173,10,5,0,0,5
2772,0,0,0,1,20,19,123,4,5,0,0,2
7126,0,0,0,5,43,36,218,19,6,0,0,4
6350,0,0,0,3,41,37,241,13,6,0,3,11
9099,0,0,0,1,4,4,16,1,1,0,0,1
4669,0,0,0,2,51,42,280,21,4,1,0,2
12881,0,0,0,0,21,19,96,11,1,0,1,2
7339,0,1,0,1,12,12,64,4,0,0,0,1
5687,0,1,0,2,10,9,48,1,3,0,0,1
7411,0,0,0,2,41,36,250,16,12,0,0,4
12989,0,0,0,1,24,22,154,7,3,0,1,2
6103,2,0,0,3,8,6,46,2,1,0,0,0
1545,0,0,0,39,65,23,364,9,6,0,3,3
3886,0,0,0,1,30,25,161,15,2,0,0,3
8485,0,0,2,0,26,23,130,4,8,1,2,2
3859,0,0,0,1,55,45,289,28,12,0,7,4
4418,0,0,0,5,48,39,296,15,8,0,1,4
10244,0,0,0,2,6,5,36,1,0,0,0,1
7275,0,0,0,6,18,12,97,5,1,0,0,2
3599,0,1,3,2,14,13,91,0,1,0,0,8
1404,1,0,0,1,54,47,283,26,10,1,2,1
11030,0,0,0,1,28,26,144,11,6,0,2,5
12409,0,0,0,1,21,19,87,11,0,0,0,0
8970,1,0,1,17,31,15,182,4,0,0,1,1
13077,1,0,0,6,8,3,45,0,1,0,0,1
9903,0,0,0,2,12,9,69,4,3,0,0,2
188,0,0,0,1,45,42,238,18,5,0,1,5
923,0,0,0,2,35,31,180,10,5,0,0,4
4433,0,0,0,1,40,38,233,15,10,0,0,2
5445,0,0,2,4,29,20,127,11,1,0,0,0
11179,1,0,0,23,30,8,171,2,1,0,0,1
11969,0,0,0,2,21,19,116,9,3,0,0,2
13081,0,0,0,4,47,36,242,22,3,0,4,3
2673,0,0,0,1,38,37,217,15,4,0,0,12
822,0,0,0,4,24,21,132,9,3,0,0,1
10151,1,0,0,6,25,18,133,6,2,0,0,1
3508,0,0,1,2,41,35,240,14,3,1,0,3
7001,3,0,0,2,8,7,41,3,1,0,0,2
9197,0,0,0,1,6,6,29,2,0,0,0,1
7965,5,0,0,1,16,11,77,0,10,0,1,4
3586,0,0,0,1,4,4,18,0,1,0,0,1
12018,0,0,7,4,36,27,218,6,3,0,6,4
264,0,0,0,2,17,14,96,5,2,0,0,1
8690,0,0,0,2,54,42,273,25,3,0,3,2
5479,0,0,0,2,12,11,67,4,2,0,0,4
8395,0,0,0,1,27,24,149,8,0,0,0,3
6817,0,0,0,1,37,31,169,15,5,1,3,4
4530,0,0,0,1,23,21,121,9,5,0,2,3
11991,0,0,0,28,82,44,460,21,7,0,2,4
694,0,0,0,1,8,7,39,4,1,0,0,1
3003,2,0,0,1,14,13,70,0,0,0,0,1
21,0,0,0,2,5,4,28,1,1,0,0,1
13123,0,0,0,1,32,30,203,9,14,0,1,2
5406,0,0,0,2,5,4,26,1,0,0,0,0
5117,1,0,0,2,44,37,245,16,4,0,2,3
3301,0,1,1,0,11,11,82,1,1,0,0,7
3629,0,0,0,1,4,4,20,0,1,0,0,1
8580,2,0,0,1,16,14,74,3,1,0,2,4
10981,0,0,0,1,10,10,51,4,6,0,0,1
4041,0,0,0,1,8,8,41,3,0,0,0,1
1221,0,0,0,1,36,31,195,10,9,1,1,3
1420,0,1,0,0,16,15,67,5,11,0,1,2
9358,0,0,0,2,30,27,183,14,12,0,0,1
3907,0,0,0,2,21,19,133,5,9,0,5,3
11008,0,0,0,47,97,38,516,23,8,0,0,1
3240,0,0,0,2,55,43,289,21,6,0,0,9
2607,0,0,0,5,32,27,184,7,3,0,1,5
662,1,0,0,1,10,10,60,2,0,0,0,2
391,0,0,0,2,8,7,48,2,0,0,0,1
12860,0,0,0,2,36,31,199,14,5,0,2,6
6970,0,0,0,2,49,41,292,17,12,0,2,3
451,0,1,0,2,37,33,202,11,5,1,2,1
12451,0,0,0,2,16,15,72,3,4,0,1,2
11274,0,0,0,1,8,8,47,1,0,0,1,1
9862,0,0,0,17,28,11,146,5,1,0,0,2
9778,0,0,1,1,32,31,176,13,6,0,2,1
471,0,0,0,1,2,2,17,0,3,0,0,1
5542,1,0,0,2,8,7,44,2,2,0,0,1
9920,1,0,0,1,44,31,196,11,4,0,2,9
9130,0,0,0,1,25,20,134,15,2,0,0,0
10850,0,0,0,1,26,26,141,10,2,0,0,2
12238,0,0,0,1,22,20,126,6,2,0,2,6
4122,0,0,0,2,30,27,164,9,5,0,1,2
11127,0,0,0,1,16,15,62,9,2,0,0,3
3045,0,0,1,1,4,4,27,0,0,0,0,1
3143,0,1,5,1,26,22,166,4,4,0,1,3
6826,0,0,0,1,9,9,38,3,1,0,0,1
8075,0,0,0,1,14,14,79,6,2,0,0,1
7539,0,0,0,6,13,8,67,2,0,0,0,1
4120,0,0,1,1,10,10,65,4,1,0,0,1
5394,0,0,0,1,9,7,38,6,0,0,0,1
955,0,0,0,1,7,7,35,2,1,0,0,2
2868,0,0,0,2,18,17,100,5,6,0,0,5
8923,0,0,0,2,53,43,237,28,2,0,1,5
8052,0,1,0,9,15,7,92,0,2,0,0,3
1933,0,0,2,1,20,19,112,5,3,0,2,2
3583,0,0,0,1,48,42,241,21,9,0,1,7
4417,0,0,0,2,19,15,87,12,0,0,0,1
9044,0,0,0,2,44,36,237,14,4,0,2,11
6012,0,1,0,1,3,3,14,0,0,0,0,1
6154,0,0,0,4,33,27,165,13,6,0,1,3
8708,0,0,0,1,5,5,23,1,0,0,1,1
927,0,0,0,2,25,22,125,13,1,0,0,3
8467,0,0,0,2,5,4,21,2,0,0,0,0
4405,0,0,0,4,18,15,104,6,3,0,0,2
2093,0,1,0,7,41,34,239,9,7,0,1,7
11003,0,0,0,2,24,21,115,9,3,0,0,5
1882,0,0,0,2,25,21,119,15,2,0,0,1
8678,0,0,0,1,19,18,95,4,2,0,0,3
5037,0,0,0,1,14,14,87,3,2,0,0,6
9560,0,0,0,3,53,45,276,23,13,0,0,5
7679,0,0,0,1,39,35,235,10,3,0,0,4
7482,1,0,0,1,8,8,53,3,1,0,0,1
9834,0,1,0,5,46,39,266,12,4,0,6,6
6770,0,0,0,1,21,20,97,9,2,0,1,2
6419,0,0,0,1,12,10,53,7,0,0,0,1
12993,0,0,1,1,8,8,62,3,3,0,0,1
4364,1,0,1,1,49,41,284,23,3,0,1,5
10198,0,0,0,1,31,28,171,12,2,0,0,3
256,0,1,0,3,57,46,302,18,12,0,3,15
12241,7,0,0,1,20,19,93,9,0,0,1,2
10422,0,0,0,1,25,22,128,9,4,0,1,5
6830,0,0,0,2,40,36,221,14,3,0,0,3
1130,2,0,0,0,47,41,228,16,3,0,0,9
11470,0,1,0,4,14,11,86,2,4,0,0,1
2390,0,0,1,2,51,47,276,23,3,0,0,2
2547,0,0,0,1,8,8,51,2,1,0,0,1
4804,0,0,0,1,41,38,260,11,6,0,0,8
11558,3,0,0,2,13,12,58,4,2,0,0,2
12140,0,1,0,5,25,20,131,10,4,0,1,0
10499,0,0,0,2,24,22,125,10,2,0,1,8
9177,0,0,0,2,11,10,53,2,1,0,1,1
6721,0,0,0,1,6,6,38,1,2,0,0,2
10950,0,0,2,1,45,40,262,15,8,1,0,6
11981,1,0,0,5,44,34,207,14,8,0,2,4
13031,0,1,1,2,38,34,202,11,5,0,1,8
4996,0,0,0,1,50,43,274,21,10,0,1,2
13172,0,0,0,1,9,9,49,6,7,0,0,1
5310,1,0,0,1,8,8,45,2,2,0,1,2
2704,0,0,0,2,12,11,64,3,3,0,0,1
4824,0,0,1,2,30,27,154,8,5,0,1,4
7693,0,0,0,2,16,15,85,6,3,0,0,3
2977,0,1,0,2,42,33,226,16,2,0,0,2
4553,0,0,0,1,40,36,204,18,9,0,0,4
3857,0,0,1,0,14,14,73,6,2,0,0,1
5462,0,0,0,1,9,9,53,0,5,0,0,6
10089,0,0,0,3,11,9,55,2,0,0,1,2
9561,0,1,0,50,64,14,369,9,1,0,0,1
6677,0,0,0,50,91,39,547,17,3,0,0,5
12358,0,0,1,1,12,11,60,2,5,0,4,1
8053,0,1,0,1,4,4,19,0,0,0,0,1
11770,0,0,0,5,44,38,229,15,3,0,2,4
11618,0,0,0,50,52,3,306,0,1,0,1,2
10168,0,0,0,1,9,8,41,3,0,0,0,1
7434,0,0,0,1,42,36,230,19,1,0,1,5
5210,0,0,0,3,9,7,43,2,2,0,0,2
12126,0,0,1,1,26,23,143,13,2,0,0,1
2440,0,0,0,0,19,19,129,3,4,2,1,3
2718,0,0,0,2,47,41,270,18,5,0,1,5
11524,2,2,4,0,14,13,77,1,0,1,1,2
8524,0,0,0,2,22,20,123,7,2,0,1,2
6466,0,0,0,4,55,46,316,19,14,0,1,3
6643,0,0,0,1,7,7,29,3,1,0,0,1
5681,0,0,0,5,30,23,197,8,9,0,0,0
10698,0,0,0,1,7,7,44,4,3,0,0,1
567,0,0,0,5,21,17,108,4,4,0,0,5
2660,2,0,0,1,7,7,38,0,0,0,6,1
3476,0,0,0,1,7,7,41,2,2,0,0,1
5300,0,0,0,1,13,12,77,3,7,0,0,3
6011,0,0,0,1,9,9,62,3,3,0,1,0
5831,0,0,1,1,36,31,207,14,3,0,0,2
1290,0,0,0,4,40,30,221,16,2,1,0,11
1969,0,0,0,1,43,34,230,14,3,0,0,3
7616,0,0,1,2,54,44,279,12,11,0,2,17
6020,0,1,0,0,4,4,33,1,3,0,0,2
12861,0,0,0,4,16,13,96,4,1,0,0,2
12402,0,0,0,2,32,28,148,10,4,0,2,6
4538,0,0,0,2,21,19,105,8,1,0,0,2
11706,0,0,0,3,47,36,229,23,2,0,2,4
12862,0,0,0,1,10,9,53,4,0,0,0,1
1285,3,0,0,1,20,17,86,8,2,0,1,1
3212,0,0,0,3,37,34,207,11,5,0,1,4
9111,0,0,0,3,50,42,301,12,7,0,2,3
11674,1,0,0,1,12,12,80,5,4,0,0,1
2940,0,0,0,0,42,36,218,0,5,0,41,1
1041,0,0,0,1,15,14,63,8,0,0,1,2
12068,0,0,0,1,6,6,46,1,1,0,0,0
10708,0,0,0,2,6,5,30,1,0,0,0,1
6177,0,0,0,2,17,16,123,0,15,0,15,0
5860,0,0,0,3,6,4,35,0,0,0,1,1
8477,0,0,0,1,61,46,283,27,14,0,0,8
8709,0,0,0,1,30,28,167,13,2,0,0,2
10765,0,0,0,1,54,44,283,19,9,0,0,4
5682,0,1,5,4,30,27,191,2,3,0,2,12
10566,0,1,0,3,51,41,295,20,7,0,1,9
9690,0,1,0,1,26,23,132,10,1,0,1,1
5348,0,0,0,3,16,12,85,5,2,0,0,0
11858,0,0,0,3,58,47,298,28,3,0,1,0
2561,0,0,0,1,7,7,37,2,0,0,0,1
3676,0,0,0,1,10,10,59,3,4,0,0,2
697,0,0,0,2,15,13,83,4,2,0,0,2
2815,0,0,1,3,42,33,206,20,5,0,3,5
5896,1,0,0,3,27,23,137,11,2,0,1,4
8826,0,0,0,2,8,7,40,1,3,0,0,0
7549,0,1,6,0,13,13,116,3,5,0,0,1
13208,0,0,0,2,8,7,45,2,4,0,0,0
5575,0,0,0,5,48,37,246,19,2,0,1,4
13213,0,0,0,4,10,7,53,2,5,0,0,3
5470,0,0,0,1,7,7,33,3,2,0,1,2
10683,3,0,0,1,16,13,73,9,0,0,1,2
13008,0,0,0,3,28,24,205,0,11,0,22,1
7061,0,2,2,0,40,34,234,7,4,0,3,18
8887,0,0,0,3,29,24,148,11,4,0,0,2
1982,0,1,0,2,16,14,86,3,3,0,1,1
2658,0,0,1,4,48,41,308,15,17,0,0,4
5025,1,0,0,2,21,18,96,8,1,0,0,5
9240,0,0,0,1,10,10,64,2,4,0,1,1
360,0,1,0,0,34,29,190,13,4,0,1,3
2040,0,0,0,2,12,11,70,4,1,0,0,2
9670,0,0,0,1,11,11,63,5,1,0,0,2
11863,0,0,0,2,56,46,289,14,2,2,2,6
13097,0,0,0,2,18,15,79,4,0,0,0,1
1633,0,0,0,1,6,6,42,2,3,0,0,2
9939,0,0,0,1,18,17,91,6,2,0,0,4
